tag,id,name,classes,text,xpath
"div","","","product-image-wrapper","Rs. 1000
											Sleeveless Dress
											Add to cart
										
										
											
												Rs. 1000
					","/html/body/section[2]/div/div/div[2]/div/div[4]/div"
"div","","","single-products","Rs. 1000
											Sleeveless Dress
											Add to cart
										
										
											
												Rs. 1000
					","/html/body/section[2]/div/div/div[2]/div/div[4]/div/div"
"div","","","productinfo text-center","Rs. 1000
											Sleeveless Dress
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[4]/div/div/div"
"div","","","product-overlay","Rs. 1000
												Sleeveless Dress
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[4]/div/div/div[2]"
"div","","","overlay-content","Rs. 1000
												Sleeveless Dress
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[4]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[4]/div/div[2]"
"div","","","col-sm-4","Rs. 1500
											Stylish Dress
											Add to cart
										
										
											
												Rs. 1500
								","/html/body/section[2]/div/div/div[2]/div/div[5]"
"div","","","product-image-wrapper","Rs. 1500
											Stylish Dress
											Add to cart
										
										
											
												Rs. 1500
								","/html/body/section[2]/div/div/div[2]/div/div[5]/div"
"div","","","single-products","Rs. 1500
											Stylish Dress
											Add to cart
										
										
											
												Rs. 1500
								","/html/body/section[2]/div/div/div[2]/div/div[5]/div/div"
"div","","","productinfo text-center","Rs. 1500
											Stylish Dress
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[5]/div/div/div"
"div","","","product-overlay","Rs. 1500
												Stylish Dress
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[5]/div/div/div[2]"
"div","","","overlay-content","Rs. 1500
												Stylish Dress
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[5]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[5]/div/div[2]"
"div","","","col-sm-4","Rs. 600
											Winter Top
											Add to cart
										
										
											
												Rs. 600
												W","/html/body/section[2]/div/div/div[2]/div/div[6]"
"div","","","product-image-wrapper","Rs. 600
											Winter Top
											Add to cart
										
										
											
												Rs. 600
												W","/html/body/section[2]/div/div/div[2]/div/div[6]/div"
"div","","","single-products","Rs. 600
											Winter Top
											Add to cart
										
										
											
												Rs. 600
												W","/html/body/section[2]/div/div/div[2]/div/div[6]/div/div"
"div","","","productinfo text-center","Rs. 600
											Winter Top
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[6]/div/div/div"
"div","","","product-overlay","Rs. 600
												Winter Top
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[6]/div/div/div[2]"
"div","","","overlay-content","Rs. 600
												Winter Top
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[6]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[6]/div/div[2]"
"div","","","col-sm-4","Rs. 400
											Summer White Top
											Add to cart
										
										
											
												Rs. 400
							","/html/body/section[2]/div/div/div[2]/div/div[7]"
"div","","","product-image-wrapper","Rs. 400
											Summer White Top
											Add to cart
										
										
											
												Rs. 400
							","/html/body/section[2]/div/div/div[2]/div/div[7]/div"
"div","","","single-products","Rs. 400
											Summer White Top
											Add to cart
										
										
											
												Rs. 400
							","/html/body/section[2]/div/div/div[2]/div/div[7]/div/div"
"div","","","productinfo text-center","Rs. 400
											Summer White Top
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[7]/div/div/div"
"div","","","product-overlay","Rs. 400
												Summer White Top
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[7]/div/div/div[2]"
"div","","","overlay-content","Rs. 400
												Summer White Top
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[7]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[7]/div/div[2]"
"div","","","col-sm-4","Rs. 1000
											Madame Top For Women
											Add to cart
										
										
											
												Rs. 1000
	","/html/body/section[2]/div/div/div[2]/div/div[8]"
"div","","","product-image-wrapper","Rs. 1000
											Madame Top For Women
											Add to cart
										
										
											
												Rs. 1000
	","/html/body/section[2]/div/div/div[2]/div/div[8]/div"
"div","","","single-products","Rs. 1000
											Madame Top For Women
											Add to cart
										
										
											
												Rs. 1000
	","/html/body/section[2]/div/div/div[2]/div/div[8]/div/div"
"div","","","productinfo text-center","Rs. 1000
											Madame Top For Women
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[8]/div/div/div"
"div","","","product-overlay","Rs. 1000
												Madame Top For Women
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[8]/div/div/div[2]"
"div","","","overlay-content","Rs. 1000
												Madame Top For Women
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[8]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[8]/div/div[2]"
"div","","","col-sm-4","Rs. 700
											Fancy Green Top
											Add to cart
										
										
											
												Rs. 700
								","/html/body/section[2]/div/div/div[2]/div/div[9]"
"div","","","product-image-wrapper","Rs. 700
											Fancy Green Top
											Add to cart
										
										
											
												Rs. 700
								","/html/body/section[2]/div/div/div[2]/div/div[9]/div"
"div","","","single-products","Rs. 700
											Fancy Green Top
											Add to cart
										
										
											
												Rs. 700
								","/html/body/section[2]/div/div/div[2]/div/div[9]/div/div"
"div","","","productinfo text-center","Rs. 700
											Fancy Green Top
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[9]/div/div/div"
"div","","","product-overlay","Rs. 700
												Fancy Green Top
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[9]/div/div/div[2]"
"div","","","overlay-content","Rs. 700
												Fancy Green Top
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[9]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[9]/div/div[2]"
"div","","","col-sm-4","Rs. 499
											Sleeves Printed Top - White
											Add to cart
										
										
											
												Rs. ","/html/body/section[2]/div/div/div[2]/div/div[10]"
"div","","","product-image-wrapper","Rs. 499
											Sleeves Printed Top - White
											Add to cart
										
										
											
												Rs. ","/html/body/section[2]/div/div/div[2]/div/div[10]/div"
"div","","","single-products","Rs. 499
											Sleeves Printed Top - White
											Add to cart
										
										
											
												Rs. ","/html/body/section[2]/div/div/div[2]/div/div[10]/div/div"
"div","","","productinfo text-center","Rs. 499
											Sleeves Printed Top - White
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[10]/div/div/div"
"div","","","product-overlay","Rs. 499
												Sleeves Printed Top - White
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[10]/div/div/div[2]"
"div","","","overlay-content","Rs. 499
												Sleeves Printed Top - White
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[10]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[10]/div/div[2]"
"div","","","col-sm-4","Rs. 359
											Half Sleeves Top Schiffli Detailing - Pink
											Add to cart
										
										
											
	","/html/body/section[2]/div/div/div[2]/div/div[11]"
"div","","","product-image-wrapper","Rs. 359
											Half Sleeves Top Schiffli Detailing - Pink
											Add to cart
										
										
											
	","/html/body/section[2]/div/div/div[2]/div/div[11]/div"
"div","","","single-products","Rs. 359
											Half Sleeves Top Schiffli Detailing - Pink
											Add to cart
										
										
											
	","/html/body/section[2]/div/div/div[2]/div/div[11]/div/div"
"div","","","productinfo text-center","Rs. 359
											Half Sleeves Top Schiffli Detailing - Pink
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[11]/div/div/div"
"div","","","product-overlay","Rs. 359
												Half Sleeves Top Schiffli Detailing - Pink
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[11]/div/div/div[2]"
"div","","","overlay-content","Rs. 359
												Half Sleeves Top Schiffli Detailing - Pink
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[11]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[11]/div/div[2]"
"div","","","col-sm-4","Rs. 278
											Frozen Tops For Kids
											Add to cart
										
										
											
												Rs. 278
			","/html/body/section[2]/div/div/div[2]/div/div[12]"
"div","","","product-image-wrapper","Rs. 278
											Frozen Tops For Kids
											Add to cart
										
										
											
												Rs. 278
			","/html/body/section[2]/div/div/div[2]/div/div[12]/div"
"div","","","single-products","Rs. 278
											Frozen Tops For Kids
											Add to cart
										
										
											
												Rs. 278
			","/html/body/section[2]/div/div/div[2]/div/div[12]/div/div"
"div","","","productinfo text-center","Rs. 278
											Frozen Tops For Kids
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[12]/div/div/div"
"div","","","product-overlay","Rs. 278
												Frozen Tops For Kids
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[12]/div/div/div[2]"
"div","","","overlay-content","Rs. 278
												Frozen Tops For Kids
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[12]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[12]/div/div[2]"
"div","","","col-sm-4","Rs. 679
											Full Sleeves Top Cherry - Pink
											Add to cart
										
										
											
												R","/html/body/section[2]/div/div/div[2]/div/div[13]"
"div","","","product-image-wrapper","Rs. 679
											Full Sleeves Top Cherry - Pink
											Add to cart
										
										
											
												R","/html/body/section[2]/div/div/div[2]/div/div[13]/div"
"div","","","single-products","Rs. 679
											Full Sleeves Top Cherry - Pink
											Add to cart
										
										
											
												R","/html/body/section[2]/div/div/div[2]/div/div[13]/div/div"
"div","","","productinfo text-center","Rs. 679
											Full Sleeves Top Cherry - Pink
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[13]/div/div/div"
"div","","","product-overlay","Rs. 679
												Full Sleeves Top Cherry - Pink
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[13]/div/div/div[2]"
"div","","","overlay-content","Rs. 679
												Full Sleeves Top Cherry - Pink
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[13]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[13]/div/div[2]"
"div","","","col-sm-4","Rs. 315
											Printed Off Shoulder Top - White
											Add to cart
										
										
											
											","/html/body/section[2]/div/div/div[2]/div/div[14]"
"div","","","product-image-wrapper","Rs. 315
											Printed Off Shoulder Top - White
											Add to cart
										
										
											
											","/html/body/section[2]/div/div/div[2]/div/div[14]/div"
"div","","","single-products","Rs. 315
											Printed Off Shoulder Top - White
											Add to cart
										
										
											
											","/html/body/section[2]/div/div/div[2]/div/div[14]/div/div"
"div","","","productinfo text-center","Rs. 315
											Printed Off Shoulder Top - White
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[14]/div/div/div"
"div","","","product-overlay","Rs. 315
												Printed Off Shoulder Top - White
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[14]/div/div/div[2]"
"div","","","overlay-content","Rs. 315
												Printed Off Shoulder Top - White
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[14]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[14]/div/div[2]"
"div","","","col-sm-4","Rs. 478
											Sleeves Top and Short - Blue & Pink
											Add to cart
										
										
											
								","/html/body/section[2]/div/div/div[2]/div/div[15]"
"div","","","product-image-wrapper","Rs. 478
											Sleeves Top and Short - Blue & Pink
											Add to cart
										
										
											
								","/html/body/section[2]/div/div/div[2]/div/div[15]/div"
"div","","","single-products","Rs. 478
											Sleeves Top and Short - Blue & Pink
											Add to cart
										
										
											
								","/html/body/section[2]/div/div/div[2]/div/div[15]/div/div"
"div","","","productinfo text-center","Rs. 478
											Sleeves Top and Short - Blue & Pink
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[15]/div/div/div"
"div","","","product-overlay","Rs. 478
												Sleeves Top and Short - Blue & Pink
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[15]/div/div/div[2]"
"div","","","overlay-content","Rs. 478
												Sleeves Top and Short - Blue & Pink
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[15]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[15]/div/div[2]"
"div","","","col-sm-4","Rs. 1200
											Little Girls Mr. Panda Shirt
											Add to cart
										
										
											
												Rs","/html/body/section[2]/div/div/div[2]/div/div[16]"
"div","","","product-image-wrapper","Rs. 1200
											Little Girls Mr. Panda Shirt
											Add to cart
										
										
											
												Rs","/html/body/section[2]/div/div/div[2]/div/div[16]/div"
"div","","","single-products","Rs. 1200
											Little Girls Mr. Panda Shirt
											Add to cart
										
										
											
												Rs","/html/body/section[2]/div/div/div[2]/div/div[16]/div/div"
"div","","","productinfo text-center","Rs. 1200
											Little Girls Mr. Panda Shirt
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[16]/div/div/div"
"div","","","product-overlay","Rs. 1200
												Little Girls Mr. Panda Shirt
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[16]/div/div/div[2]"
"div","","","overlay-content","Rs. 1200
												Little Girls Mr. Panda Shirt
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[16]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[16]/div/div[2]"
"div","","","col-sm-4","Rs. 1050
											Sleeveless Unicorn Patch Gown - Pink
											Add to cart
										
										
											
						","/html/body/section[2]/div/div/div[2]/div/div[17]"
"div","","","product-image-wrapper","Rs. 1050
											Sleeveless Unicorn Patch Gown - Pink
											Add to cart
										
										
											
						","/html/body/section[2]/div/div/div[2]/div/div[17]/div"
"div","","","single-products","Rs. 1050
											Sleeveless Unicorn Patch Gown - Pink
											Add to cart
										
										
											
						","/html/body/section[2]/div/div/div[2]/div/div[17]/div/div"
"div","","","productinfo text-center","Rs. 1050
											Sleeveless Unicorn Patch Gown - Pink
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[17]/div/div/div"
"div","","","product-overlay","Rs. 1050
												Sleeveless Unicorn Patch Gown - Pink
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[17]/div/div/div[2]"
"div","","","overlay-content","Rs. 1050
												Sleeveless Unicorn Patch Gown - Pink
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[17]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[17]/div/div[2]"
"div","","","col-sm-4","Rs. 1190
											Cotton Mull Embroidered Dress
											Add to cart
										
										
											
												R","/html/body/section[2]/div/div/div[2]/div/div[18]"
"div","","","product-image-wrapper","Rs. 1190
											Cotton Mull Embroidered Dress
											Add to cart
										
										
											
												R","/html/body/section[2]/div/div/div[2]/div/div[18]/div"
"div","","","single-products","Rs. 1190
											Cotton Mull Embroidered Dress
											Add to cart
										
										
											
												R","/html/body/section[2]/div/div/div[2]/div/div[18]/div/div"
"div","","","productinfo text-center","Rs. 1190
											Cotton Mull Embroidered Dress
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[18]/div/div/div"
"div","","","product-overlay","Rs. 1190
												Cotton Mull Embroidered Dress
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[18]/div/div/div[2]"
"div","","","overlay-content","Rs. 1190
												Cotton Mull Embroidered Dress
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[18]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[18]/div/div[2]"
"div","","","col-sm-4","Rs. 1530
											Blue Cotton Indie Mickey Dress
											Add to cart
										
										
											
												","/html/body/section[2]/div/div/div[2]/div/div[19]"
"div","","","product-image-wrapper","Rs. 1530
											Blue Cotton Indie Mickey Dress
											Add to cart
										
										
											
												","/html/body/section[2]/div/div/div[2]/div/div[19]/div"
"div","","","single-products","Rs. 1530
											Blue Cotton Indie Mickey Dress
											Add to cart
										
										
											
												","/html/body/section[2]/div/div/div[2]/div/div[19]/div/div"
"div","","","productinfo text-center","Rs. 1530
											Blue Cotton Indie Mickey Dress
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[19]/div/div/div"
"div","","","product-overlay","Rs. 1530
												Blue Cotton Indie Mickey Dress
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[19]/div/div/div[2]"
"div","","","overlay-content","Rs. 1530
												Blue Cotton Indie Mickey Dress
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[19]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[19]/div/div[2]"
"div","","","col-sm-4","Rs. 1600
											Long Maxi Tulle Fancy Dress Up Outfits -Pink
											Add to cart
										
										
										","/html/body/section[2]/div/div/div[2]/div/div[20]"
"div","","","product-image-wrapper","Rs. 1600
											Long Maxi Tulle Fancy Dress Up Outfits -Pink
											Add to cart
										
										
										","/html/body/section[2]/div/div/div[2]/div/div[20]/div"
"div","","","single-products","Rs. 1600
											Long Maxi Tulle Fancy Dress Up Outfits -Pink
											Add to cart
										
										
										","/html/body/section[2]/div/div/div[2]/div/div[20]/div/div"
"div","","","productinfo text-center","Rs. 1600
											Long Maxi Tulle Fancy Dress Up Outfits -Pink
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[20]/div/div/div"
"div","","","product-overlay","Rs. 1600
												Long Maxi Tulle Fancy Dress Up Outfits -Pink
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[20]/div/div/div[2]"
"div","","","overlay-content","Rs. 1600
												Long Maxi Tulle Fancy Dress Up Outfits -Pink
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[20]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[20]/div/div[2]"
"div","","","col-sm-4","Rs. 1100
											Sleeveless Unicorn Print Fit & Flare Net Dress - Multi
											Add to cart
										
										
","/html/body/section[2]/div/div/div[2]/div/div[21]"
"div","","","product-image-wrapper","Rs. 1100
											Sleeveless Unicorn Print Fit & Flare Net Dress - Multi
											Add to cart
										
										
","/html/body/section[2]/div/div/div[2]/div/div[21]/div"
"div","","","single-products","Rs. 1100
											Sleeveless Unicorn Print Fit & Flare Net Dress - Multi
											Add to cart
										
										
","/html/body/section[2]/div/div/div[2]/div/div[21]/div/div"
"div","","","productinfo text-center","Rs. 1100
											Sleeveless Unicorn Print Fit & Flare Net Dress - Multi
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[21]/div/div/div"
"div","","","product-overlay","Rs. 1100
												Sleeveless Unicorn Print Fit & Flare Net Dress - Multi
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[21]/div/div/div[2]"
"div","","","overlay-content","Rs. 1100
												Sleeveless Unicorn Print Fit & Flare Net Dress - Multi
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[21]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[21]/div/div[2]"
"div","","","col-sm-4","Rs. 849
											Colour Blocked Shirt – Sky Blue
											Add to cart
										
										
											
												","/html/body/section[2]/div/div/div[2]/div/div[22]"
"div","","","product-image-wrapper","Rs. 849
											Colour Blocked Shirt – Sky Blue
											Add to cart
										
										
											
												","/html/body/section[2]/div/div/div[2]/div/div[22]/div"
"div","","","single-products","Rs. 849
											Colour Blocked Shirt – Sky Blue
											Add to cart
										
										
											
												","/html/body/section[2]/div/div/div[2]/div/div[22]/div/div"
"div","","","productinfo text-center","Rs. 849
											Colour Blocked Shirt – Sky Blue
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[22]/div/div/div"
"div","","","product-overlay","Rs. 849
												Colour Blocked Shirt – Sky Blue
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[22]/div/div/div[2]"
"div","","","overlay-content","Rs. 849
												Colour Blocked Shirt – Sky Blue
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[22]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[22]/div/div[2]"
"div","","","col-sm-4","Rs. 1299
											Pure Cotton V-Neck T-Shirt
											Add to cart
										
										
											
												Rs. ","/html/body/section[2]/div/div/div[2]/div/div[23]"
"div","","","product-image-wrapper","Rs. 1299
											Pure Cotton V-Neck T-Shirt
											Add to cart
										
										
											
												Rs. ","/html/body/section[2]/div/div/div[2]/div/div[23]/div"
"div","","","single-products","Rs. 1299
											Pure Cotton V-Neck T-Shirt
											Add to cart
										
										
											
												Rs. ","/html/body/section[2]/div/div/div[2]/div/div[23]/div/div"
"div","","","productinfo text-center","Rs. 1299
											Pure Cotton V-Neck T-Shirt
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[23]/div/div/div"
"div","","","product-overlay","Rs. 1299
												Pure Cotton V-Neck T-Shirt
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[23]/div/div/div[2]"
"div","","","overlay-content","Rs. 1299
												Pure Cotton V-Neck T-Shirt
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[23]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[23]/div/div[2]"
"div","","","col-sm-4","Rs. 1000
											Green Side Placket Detail T-Shirt
											Add to cart
										
										
											
									","/html/body/section[2]/div/div/div[2]/div/div[24]"
"div","","","product-image-wrapper","Rs. 1000
											Green Side Placket Detail T-Shirt
											Add to cart
										
										
											
									","/html/body/section[2]/div/div/div[2]/div/div[24]/div"
"div","","","single-products","Rs. 1000
											Green Side Placket Detail T-Shirt
											Add to cart
										
										
											
									","/html/body/section[2]/div/div/div[2]/div/div[24]/div/div"
"div","","","productinfo text-center","Rs. 1000
											Green Side Placket Detail T-Shirt
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[24]/div/div/div"
"div","","","product-overlay","Rs. 1000
												Green Side Placket Detail T-Shirt
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[24]/div/div/div[2]"
"div","","","overlay-content","Rs. 1000
												Green Side Placket Detail T-Shirt
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[24]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[24]/div/div[2]"
"div","","","col-sm-4","Rs. 1500
											Premium Polo T-Shirts
											Add to cart
										
										
											
												Rs. 1500
","/html/body/section[2]/div/div/div[2]/div/div[25]"
"div","","","product-image-wrapper","Rs. 1500
											Premium Polo T-Shirts
											Add to cart
										
										
											
												Rs. 1500
","/html/body/section[2]/div/div/div[2]/div/div[25]/div"
"div","","","single-products","Rs. 1500
											Premium Polo T-Shirts
											Add to cart
										
										
											
												Rs. 1500
","/html/body/section[2]/div/div/div[2]/div/div[25]/div/div"
"div","","","productinfo text-center","Rs. 1500
											Premium Polo T-Shirts
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[25]/div/div/div"
"div","","","product-overlay","Rs. 1500
												Premium Polo T-Shirts
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[25]/div/div/div[2]"
"div","","","overlay-content","Rs. 1500
												Premium Polo T-Shirts
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[25]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[25]/div/div[2]"
"div","","","col-sm-4","Rs. 850
											Pure Cotton Neon Green Tshirt
											Add to cart
										
										
											
												Rs","/html/body/section[2]/div/div/div[2]/div/div[26]"
"div","","","product-image-wrapper","Rs. 850
											Pure Cotton Neon Green Tshirt
											Add to cart
										
										
											
												Rs","/html/body/section[2]/div/div/div[2]/div/div[26]/div"
"div","","","single-products","Rs. 850
											Pure Cotton Neon Green Tshirt
											Add to cart
										
										
											
												Rs","/html/body/section[2]/div/div/div[2]/div/div[26]/div/div"
"div","","","productinfo text-center","Rs. 850
											Pure Cotton Neon Green Tshirt
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[26]/div/div/div"
"div","","","product-overlay","Rs. 850
												Pure Cotton Neon Green Tshirt
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[26]/div/div/div[2]"
"div","","","overlay-content","Rs. 850
												Pure Cotton Neon Green Tshirt
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[26]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[26]/div/div[2]"
"div","","","col-sm-4","Rs. 799
											Soft Stretch Jeans
											Add to cart
										
										
											
												Rs. 799
					","/html/body/section[2]/div/div/div[2]/div/div[27]"
"div","","","product-image-wrapper","Rs. 799
											Soft Stretch Jeans
											Add to cart
										
										
											
												Rs. 799
					","/html/body/section[2]/div/div/div[2]/div/div[27]/div"
"div","","","single-products","Rs. 799
											Soft Stretch Jeans
											Add to cart
										
										
											
												Rs. 799
					","/html/body/section[2]/div/div/div[2]/div/div[27]/div/div"
"div","","","productinfo text-center","Rs. 799
											Soft Stretch Jeans
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[27]/div/div/div"
"div","","","product-overlay","Rs. 799
												Soft Stretch Jeans
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[27]/div/div/div[2]"
"div","","","overlay-content","Rs. 799
												Soft Stretch Jeans
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[27]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[27]/div/div[2]"
"div","","","col-sm-4","Rs. 1200
											Regular Fit Straight Jeans
											Add to cart
										
										
											
												Rs. ","/html/body/section[2]/div/div/div[2]/div/div[28]"
"div","","","product-image-wrapper","Rs. 1200
											Regular Fit Straight Jeans
											Add to cart
										
										
											
												Rs. ","/html/body/section[2]/div/div/div[2]/div/div[28]/div"
"div","","","single-products","Rs. 1200
											Regular Fit Straight Jeans
											Add to cart
										
										
											
												Rs. ","/html/body/section[2]/div/div/div[2]/div/div[28]/div/div"
"div","","","productinfo text-center","Rs. 1200
											Regular Fit Straight Jeans
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[28]/div/div/div"
"div","","","product-overlay","Rs. 1200
												Regular Fit Straight Jeans
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[28]/div/div/div[2]"
"div","","","overlay-content","Rs. 1200
												Regular Fit Straight Jeans
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[28]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[28]/div/div[2]"
"div","","","col-sm-4","Rs. 1400
											Grunt Blue Slim Fit Jeans
											Add to cart
										
										
											
												Rs. 1","/html/body/section[2]/div/div/div[2]/div/div[29]"
"div","","","product-image-wrapper","Rs. 1400
											Grunt Blue Slim Fit Jeans
											Add to cart
										
										
											
												Rs. 1","/html/body/section[2]/div/div/div[2]/div/div[29]/div"
"div","","","single-products","Rs. 1400
											Grunt Blue Slim Fit Jeans
											Add to cart
										
										
											
												Rs. 1","/html/body/section[2]/div/div/div[2]/div/div[29]/div/div"
"div","","","productinfo text-center","Rs. 1400
											Grunt Blue Slim Fit Jeans
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[29]/div/div/div"
"div","","","product-overlay","Rs. 1400
												Grunt Blue Slim Fit Jeans
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[29]/div/div/div[2]"
"div","","","overlay-content","Rs. 1400
												Grunt Blue Slim Fit Jeans
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[29]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[29]/div/div[2]"
"div","","","col-sm-4","Rs. 2300
											Rose Pink Embroidered Maxi Dress
											Add to cart
										
										
											
										","/html/body/section[2]/div/div/div[2]/div/div[30]"
"div","","","product-image-wrapper","Rs. 2300
											Rose Pink Embroidered Maxi Dress
											Add to cart
										
										
											
										","/html/body/section[2]/div/div/div[2]/div/div[30]/div"
